"Kernel","Metric Name","Metric Description","Min","Max","Avg"
"column_sums","l2_tex_write_transactions","L2 Transactions (Texture Writes)",2048,2048,2048
"column_sums","l2_read_throughput","L2 Throughput (Reads)",165.701639GB/s,166.241998GB/s,165.955476GB/s
"column_sums","l2_write_throughput","L2 Throughput (Writes)",10.335707MB/s,10.343292MB/s,10.339326MB/s
"column_sums","sysmem_read_throughput","System Memory Read Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"column_sums","sysmem_write_throughput","System Memory Write Throughput",25.763672KB/s,25.782227KB/s,25.771484KB/s
"column_sums","l2_utilization","L2 Cache Utilization","Low (2)","Low (2)","Low (2)"
"column_sums","l2_atomic_throughput","L2 Throughput (Atomic requests)",0.000000B/s,0.000000B/s,0.000000B/s
"column_sums","l2_atomic_transactions","L2 Transactions (Atomic requests)",0,0,0
"column_sums","sysmem_utilization","System Memory Utilization","Low (1)","Low (1)","Low (1)"
"column_sums","ecc_throughput","ECC Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"column_sums","sysmem_read_utilization","System Memory Read Utilization","Idle (0)","Idle (0)","Idle (0)"
"column_sums","sysmem_write_utilization","System Memory Write Utilization","Low (1)","Low (1)","Low (1)"
"column_sums","pcie_total_data_transmitted","PCIe Total Data Transmitted",0,512,170
"column_sums","pcie_total_data_received","PCIe Total Data Received",0,0,0
"column_sums","sysmem_read_bytes","System Memory Read Bytes",0,0,0
"column_sums","sysmem_write_bytes","System Memory Write Bytes",160,160,160
"column_sums","l2_tex_hit_rate","L2 Cache Hit Rate",0.000000%,0.001573%,0.000270%
"column_sums","gld_transactions","Global Load Transactions",134217730,134217730,134217730
"column_sums","gld_transactions_per_request","Global Load Transactions Per Request",16.000000,16.000000,16.000000
"column_sums","eligible_warps_per_cycle","Eligible Warps Per Active Cycle",0.375442,0.376758,0.376013
"column_sums","flop_sp_efficiency","FLOP Efficiency(Peak Single)",0.801150%,0.805394%,0.803342%
"column_sums","flop_dp_efficiency","FLOP Efficiency(Peak Double)",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_row","sm_efficiency","Multiprocessor Activity",99.924080%,99.928684%,99.926065%
"row_sums__one_block_per_row","achieved_occupancy","Achieved Occupancy",0.993291,0.993429,0.993362
"row_sums__one_block_per_row","ipc","Executed IPC",1.256954,1.267898,1.263438
"row_sums__one_block_per_row","issued_ipc","Issued IPC",1.253800,1.266017,1.260061
"row_sums__one_block_per_row","inst_per_warp","Instructions per warp",667.437500,667.437500,667.437500
"row_sums__one_block_per_row","branch_efficiency","Branch Efficiency",100.000000%,100.000000%,100.000000%
"row_sums__one_block_per_row","warp_execution_efficiency","Warp Execution Efficiency",99.936499%,99.936499%,99.936499%
"row_sums__one_block_per_row","warp_nonpred_execution_efficiency","Warp Non-Predicated Execution Efficiency",88.547909%,88.547909%,88.547909%
"row_sums__one_block_per_row","inst_replay_overhead","Instruction Replay Overhead",0.000050,0.000053,0.000051
"row_sums__one_block_per_row","issue_slot_utilization","Issue Slot Utilization",25.894578%,26.146888%,26.023874%
"row_sums__one_block_per_row","shared_load_transactions_per_request","Shared Memory Load Transactions Per Request",0.141869,0.141869,0.141869
"row_sums__one_block_per_row","shared_store_transactions_per_request","Shared Memory Store Transactions Per Request",0.225000,0.225000,0.225000
"row_sums__one_block_per_row","local_load_transactions_per_request","Local Memory Load Transactions Per Request",0.000000,0.000000,0.000000
"row_sums__one_block_per_row","local_store_transactions_per_request","Local Memory Store Transactions Per Request",0.000000,0.000000,0.000000
"row_sums__one_block_per_row","gst_transactions_per_request","Global Store Transactions Per Request",1.000000,1.000000,1.000000
"row_sums__one_block_per_row","shared_store_transactions","Shared Store Transactions",589824,589824,589824
"row_sums__one_block_per_row","shared_load_transactions","Shared Load Transactions",671744,671744,671744
"row_sums__one_block_per_row","local_load_transactions","Local Load Transactions",0,0,0
"row_sums__one_block_per_row","local_store_transactions","Local Store Transactions",0,0,0
"row_sums__one_block_per_row","gst_transactions","Global Store Transactions",16384,16384,16384
"row_sums__one_block_per_row","dram_read_transactions","Device Memory Read Transactions",33732169,33811122,33773971
"row_sums__one_block_per_row","dram_write_transactions","Device Memory Write Transactions",4152,16381,10138
"row_sums__one_block_per_row","global_hit_rate","Global Hit Rate in unified l1/tex",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_row","local_hit_rate","Local Hit Rate",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_row","gld_requested_throughput","Requested Global Load Throughput",154.489830GB/s,154.795407GB/s,154.630268GB/s
"row_sums__one_block_per_row","gst_requested_throughput","Requested Global Store Throughput",9.655614MB/s,9.674712MB/s,9.664391MB/s
"row_sums__one_block_per_row","gld_throughput","Global Load Throughput",154.489830GB/s,154.795407GB/s,154.630268GB/s
"row_sums__one_block_per_row","gst_throughput","Global Store Throughput",77.244914MB/s,77.397703MB/s,77.315133MB/s
"row_sums__one_block_per_row","dram_read_throughput","Device Memory Read Throughput",155.387258GB/s,155.947214GB/s,155.641983GB/s
"row_sums__one_block_per_row","dram_write_throughput","Device Memory Write Throughput",19.575249MB/s,77.367471MB/s,47.844558MB/s
"row_sums__one_block_per_row","tex_cache_throughput","Unified Cache Throughput",154.489830GB/s,154.795407GB/s,154.630268GB/s
"row_sums__one_block_per_row","local_load_throughput","Local Memory Load Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_row","local_store_throughput","Local Memory Store Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_row","shared_load_throughput","Shared Memory Load Throughput",12.371256GB/s,12.395726GB/s,12.382502GB/s
"row_sums__one_block_per_row","shared_store_throughput","Shared Memory Store Throughput",10.862566GB/s,10.884052GB/s,10.872441GB/s
"row_sums__one_block_per_row","gld_efficiency","Global Memory Load Efficiency",100.000000%,100.000000%,100.000000%
"row_sums__one_block_per_row","gst_efficiency","Global Memory Store Efficiency",12.500000%,12.500000%,12.500000%
"row_sums__one_block_per_row","tex_cache_transactions","Unified Cache Transactions",33554432,33554432,33554432
"row_sums__one_block_per_row","cf_fu_utilization","Control-Flow Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_row","tex_fu_utilization","Texture Function Unit Utilization","Low (2)","Low (2)","Low (2)"
"row_sums__one_block_per_row","ldst_fu_utilization","Load/Store Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_row","double_precision_fu_utilization","Double-Precision Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
"row_sums__one_block_per_row","special_fu_utilization","Special Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
"row_sums__one_block_per_row","single_precision_fu_utilization","Single-Precision Function Unit Utilization","Low (3)","Low (3)","Low (3)"
"row_sums__one_block_per_row","flop_count_dp","Floating Point Operations(Double Precision)",0,0,0
"row_sums__one_block_per_row","flop_count_dp_add","Floating Point Operations(Double Precision Add)",0,0,0
"row_sums__one_block_per_row","flop_count_dp_fma","Floating Point Operations(Double Precision FMA)",0,0,0
"row_sums__one_block_per_row","flop_count_dp_mul","Floating Point Operations(Double Precision Mul)",0,0,0
"row_sums__one_block_per_row","flop_count_sp","Floating Point Operations(Single Precision)",276807680,276807680,276807680
"row_sums__one_block_per_row","flop_count_sp_add","Floating Point Operations(Single Precision Add)",276807680,276807680,276807680
"row_sums__one_block_per_row","flop_count_sp_fma","Floating Point Operations(Single Precision FMA)",0,0,0
"row_sums__one_block_per_row","flop_count_sp_mul","Floating Point Operation(Single Precision Mul)",0,0,0
"row_sums__one_block_per_row","flop_count_sp_special","Floating Point Operations(Single Precision Special)",0,0,0
"row_sums__one_block_per_row","inst_executed","Instructions Executed",174964736,174964736,174964736
"row_sums__one_block_per_row","inst_issued","Instructions Issued",174973518,174973830,174973669
"row_sums__one_block_per_row","dram_utilization","Device Memory Utilization","High (8)","High (8)","High (8)"
"row_sums__one_block_per_row","tex_utilization","Unified Cache Utilization","Low (2)","Low (2)","Low (2)"
"row_sums__one_block_per_row","shared_efficiency","Shared Memory Efficiency",83.035714%,83.035714%,83.035714%
"row_sums__one_block_per_row","shared_utilization","Shared Memory Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_row","inst_fp_32","FP Instructions(Single)",276807680,276807680,276807680
"row_sums__one_block_per_row","inst_fp_64","FP Instructions(Double)",0,0,0
"row_sums__one_block_per_row","inst_integer","Integer Instructions",3271573504,3271573504,3271573504
"row_sums__one_block_per_row","inst_bit_convert","Bit-Convert Instructions",0,0,0
"row_sums__one_block_per_row","inst_control","Control-Flow Instructions",872415232,872415232,872415232
"row_sums__one_block_per_row","inst_compute_ld_st","Load/Store Instructions",377470976,377470976,377470976
"row_sums__one_block_per_row","inst_misc","Misc Instructions",159416320,159416320,159416320
"row_sums__one_block_per_row","inst_inter_thread_communication","Inter-Thread Instructions",0,0,0
"row_sums__one_block_per_row","issue_slots","Issue Slots",144548215,144548540,144548365
"row_sums__one_block_per_row","cf_issued","Issued Control-Flow Instructions",36716544,36716544,36716544
"row_sums__one_block_per_row","cf_executed","Executed Control-Flow Instructions",36716544,36716544,36716544
"row_sums__one_block_per_row","ldst_issued","Issued Load/Store Instructions",46170112,46170112,46170112
"row_sums__one_block_per_row","ldst_executed","Executed Load/Store Instructions",23363584,23363584,23363584
"row_sums__one_block_per_row","atomic_transactions","Atomic Transactions",0,0,0
"row_sums__one_block_per_row","atomic_transactions_per_request","Atomic Transactions Per Request",0.000000,0.000000,0.000000
"row_sums__one_block_per_row","inst_executed_global_loads","Warp level instructions for global loads",8388608,8388608,8388608
"row_sums__one_block_per_row","inst_executed_local_loads","Warp level instructions for local loads",0,0,0
"row_sums__one_block_per_row","inst_executed_shared_loads","Warp level instructions for shared loads",4734976,4734976,4734976
"row_sums__one_block_per_row","inst_executed_surface_loads","Warp level instructions for surface loads",0,0,0
"row_sums__one_block_per_row","inst_executed_global_stores","Warp level instructions for global stores",16384,16384,16384
"row_sums__one_block_per_row","inst_executed_local_stores","Warp level instructions for local stores",0,0,0
"row_sums__one_block_per_row","inst_executed_shared_stores","Warp level instructions for shared stores",2621440,2621440,2621440
"row_sums__one_block_per_row","inst_executed_surface_stores","Warp level instructions for surface stores",0,0,0
"row_sums__one_block_per_row","inst_executed_global_atomics","Warp level instructions for global atom and atom cas",0,0,0
"row_sums__one_block_per_row","inst_executed_global_reductions","Warp level instructions for global reductions",0,0,0
"row_sums__one_block_per_row","inst_executed_surface_atomics","Warp level instructions for surface atom and atom cas",0,0,0
"row_sums__one_block_per_row","inst_executed_surface_reductions","Warp level instructions for surface reductions",0,0,0
"row_sums__one_block_per_row","inst_executed_shared_atomics","Warp level shared instructions for atom and atom CAS",0,0,0
"row_sums__one_block_per_row","inst_executed_tex_ops","Warp level instructions for texture",0,0,0
"row_sums__one_block_per_row","l2_global_load_bytes","Bytes read from L2 for misses in Unified Cache for global loads",1073741824,1073741824,1073741824
"row_sums__one_block_per_row","l2_local_load_bytes","Bytes read from L2 for misses in Unified Cache for local loads",0,0,0
"row_sums__one_block_per_row","l2_surface_load_bytes","Bytes read from L2 for misses in Unified Cache for surface loads",0,0,0
"row_sums__one_block_per_row","dram_read_bytes","Total bytes read from DRAM to L2 cache",1079429408,1081955904,1080767098
"row_sums__one_block_per_row","dram_write_bytes","Total bytes written from L2 cache to DRAM",132864,524192,324442
"row_sums__one_block_per_row","l2_local_global_store_bytes","Bytes written to L2 from Unified Cache for local and global stores.",524288,524288,524288
"row_sums__one_block_per_row","l2_global_reduction_bytes","Bytes written to L2 from Unified cache for global reductions",0,0,0
"row_sums__one_block_per_row","l2_global_atomic_store_bytes","Bytes written to L2 from Unified cache for global atomics",0,0,0
"row_sums__one_block_per_row","l2_surface_store_bytes","Bytes written to L2 from Unified Cache for surface stores.",0,0,0
"row_sums__one_block_per_row","l2_surface_reduction_bytes","Bytes written to L2 from Unified Cache for surface reductions",0,0,0
"row_sums__one_block_per_row","l2_surface_atomic_store_bytes","Bytes transferred between Unified Cache and L2 for surface atomics",0,0,0
"row_sums__one_block_per_row","global_load_requests","Total number of global load requests from Multiprocessor",33554432,33554432,33554432
"row_sums__one_block_per_row","local_load_requests","Total number of local load requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row","surface_load_requests","Total number of surface load requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row","global_store_requests","Total number of global store requests from Multiprocessor",16384,16384,16384
"row_sums__one_block_per_row","local_store_requests","Total number of local store requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row","surface_store_requests","Total number of surface store requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row","global_atomic_requests","Total number of global atomic requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row","global_reduction_requests","Total number of global reduction requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row","surface_atomic_requests","Total number of surface atomic requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row","surface_reduction_requests","Total number of surface reduction requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row","texture_load_requests","Total number of texture Load requests from Multiprocessor",0,0,0
"row_sums__one_block_per_row","stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",4.675520%,4.696829%,4.684222%
"row_sums__one_block_per_row","stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",7.079279%,7.112275%,7.094058%
"row_sums__one_block_per_row","stall_memory_dependency","Issue Stall Reasons (Data Request)",75.047411%,75.210511%,75.114347%
"row_sums__one_block_per_row","stall_texture","Issue Stall Reasons (Texture)",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_row","stall_sync","Issue Stall Reasons (Synchronization)",6.744295%,6.911400%,6.858929%
"row_sums__one_block_per_row","stall_other","Issue Stall Reasons (Other)",5.103997%,5.145429%,5.119635%
"row_sums__one_block_per_row","stall_constant_memory_dependency","Issue Stall Reasons (Immediate constant)",0.006250%,0.006519%,0.006374%
"row_sums__one_block_per_row","stall_pipe_busy","Issue Stall Reasons (Pipe Busy)",0.458539%,0.460811%,0.459700%
"row_sums__one_block_per_row","stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",0.000899%,0.000917%,0.000909%
"row_sums__one_block_per_row","stall_not_selected","Issue Stall Reasons (Not Selected)",0.660075%,0.663496%,0.661827%
"row_sums__one_block_per_row","sysmem_read_transactions","System Memory Read Transactions",0,0,0
"row_sums__one_block_per_row","sysmem_write_transactions","System Memory Write Transactions",5,5,5
"row_sums__one_block_per_row","l2_read_transactions","L2 Read Transactions",33658311,33781821,33736188
"row_sums__one_block_per_row","l2_write_transactions","L2 Write Transactions",16390,16390,16390
"row_sums__one_block_per_row","ecc_transactions","ECC Transactions",0,0,0
"row_sums__one_block_per_row","local_memory_overhead","Local Memory Overhead",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_row","tex_cache_hit_rate","Unified Cache Hit Rate",49.987796%,49.987796%,49.987796%
"row_sums__one_block_per_row","l2_tex_read_hit_rate","L2 Hit Rate (Texture Reads)",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_row","l2_tex_write_hit_rate","L2 Hit Rate (Texture Writes)",96.875000%,96.893311%,96.878052%
"row_sums__one_block_per_row","l2_tex_read_throughput","L2 Throughput (Texture Reads)",154.489830GB/s,154.795407GB/s,154.630268GB/s
"row_sums__one_block_per_row","l2_tex_write_throughput","L2 Throughput (Texture Writes)",77.244914MB/s,77.397703MB/s,77.315133MB/s
"row_sums__one_block_per_row","l2_tex_read_transactions","L2 Transactions (Texture Reads)",33554432,33554432,33554432
"row_sums__one_block_per_row","l2_tex_write_transactions","L2 Transactions (Texture Writes)",16384,16384,16384
"row_sums__one_block_per_row","l2_read_throughput","L2 Throughput (Reads)",155.274628GB/s,155.666219GB/s,155.467865GB/s
"row_sums__one_block_per_row","l2_write_throughput","L2 Throughput (Writes)",77.273202MB/s,77.426047MB/s,77.343447MB/s
"row_sums__one_block_per_row","sysmem_read_throughput","System Memory Read Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_row","sysmem_write_throughput","System Memory Write Throughput",24.138672KB/s,24.186523KB/s,24.160156KB/s
"row_sums__one_block_per_row","l2_utilization","L2 Cache Utilization","Low (2)","Low (2)","Low (2)"
"row_sums__one_block_per_row","l2_atomic_throughput","L2 Throughput (Atomic requests)",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_row","l2_atomic_transactions","L2 Transactions (Atomic requests)",0,0,0
"row_sums__one_block_per_row","sysmem_utilization","System Memory Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_row","ecc_throughput","ECC Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_row","sysmem_read_utilization","System Memory Read Utilization","Idle (0)","Idle (0)","Idle (0)"
"row_sums__one_block_per_row","sysmem_write_utilization","System Memory Write Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_row","pcie_total_data_transmitted","PCIe Total Data Transmitted",0,512,256
"row_sums__one_block_per_row","pcie_total_data_received","PCIe Total Data Received",0,512,170
"row_sums__one_block_per_row","sysmem_read_bytes","System Memory Read Bytes",0,0,0
"row_sums__one_block_per_row","sysmem_write_bytes","System Memory Write Bytes",160,160,160
"row_sums__one_block_per_row","l2_tex_hit_rate","L2 Cache Hit Rate",0.047279%,0.047288%,0.047281%
"row_sums__one_block_per_row","gld_transactions","Global Load Transactions",134217730,134217730,134217730
"row_sums__one_block_per_row","gld_transactions_per_request","Global Load Transactions Per Request",16.000000,16.000000,16.000000
"row_sums__one_block_per_row","eligible_warps_per_cycle","Eligible Warps Per Active Cycle",1.444574,1.459180,1.451989
"row_sums__one_block_per_row","flop_sp_efficiency","FLOP Efficiency(Peak Single)",0.774271%,0.786340%,0.780023%
"row_sums__one_block_per_row","flop_dp_efficiency","FLOP Efficiency(Peak Double)",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","sm_efficiency","Multiprocessor Activity",99.014209%,99.558282%,99.308299%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","achieved_occupancy","Achieved Occupancy",0.998441,0.998828,0.998670
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","ipc","Executed IPC",1.143670,1.147591,1.145744
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","issued_ipc","Issued IPC",1.143806,1.149412,1.146609
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_per_warp","Instructions per warp",148854.000000,148854.000000,148854.000000
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","branch_efficiency","Branch Efficiency",99.941835%,99.941835%,99.941835%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","warp_execution_efficiency","Warp Execution Efficiency",99.953646%,99.953646%,99.953646%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","warp_nonpred_execution_efficiency","Warp Non-Predicated Execution Efficiency",92.535069%,92.535072%,92.535071%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_replay_overhead","Instruction Replay Overhead",0.000031,0.000033,0.000032
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","issue_slot_utilization","Issue Slot Utilization",23.461542%,23.576522%,23.519044%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","shared_load_transactions_per_request","Shared Memory Load Transactions Per Request",0.559633,0.559633,0.559633
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","shared_store_transactions_per_request","Shared Memory Store Transactions Per Request",0.377594,0.377594,0.377594
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","local_load_transactions_per_request","Local Memory Load Transactions Per Request",0.000000,0.000000,0.000000
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","local_store_transactions_per_request","Local Memory Store Transactions Per Request",0.000000,0.000000,0.000000
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","gst_transactions_per_request","Global Store Transactions Per Request",2.000000,2.000000,2.000000
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","shared_store_transactions","Shared Store Transactions",298112,298112,298112
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","shared_load_transactions","Shared Load Transactions",312320,312320,312320
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","local_load_transactions","Local Load Transactions",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","local_store_transactions","Local Store Transactions",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","gst_transactions","Global Store Transactions",2048,2048,2048
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","dram_read_transactions","Device Memory Read Transactions",33721705,33793240,33757373
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","dram_write_transactions","Device Memory Write Transactions",4088,15471,7913
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","global_hit_rate","Global Hit Rate in unified l1/tex",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","local_hit_rate","Local Hit Rate",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","gld_requested_throughput","Requested Global Load Throughput",160.124128GB/s,160.316066GB/s,160.239274GB/s
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","gst_requested_throughput","Requested Global Store Throughput",10.007757MB/s,10.019753MB/s,10.014954MB/s
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","gld_throughput","Global Load Throughput",160.124128GB/s,160.316066GB/s,160.239274GB/s
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","gst_throughput","Global Store Throughput",10.007757MB/s,10.019753MB/s,10.014954MB/s
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","dram_read_throughput","Device Memory Read Throughput",160.922367GB/s,161.401358GB/s,161.208420GB/s
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","dram_write_throughput","Device Memory Write Throughput",19.993470MB/s,75.678006MB/s,38.698735MB/s
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","tex_cache_throughput","Unified Cache Throughput",160.124128GB/s,160.316066GB/s,160.239274GB/s
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","local_load_throughput","Local Memory Load Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","local_store_throughput","Local Memory Store Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","shared_load_throughput","Shared Memory Load Throughput",5.961653GB/s,5.968799GB/s,5.965940GB/s
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","shared_store_throughput","Shared Memory Store Throughput",5.690446GB/s,5.697267GB/s,5.694538GB/s
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","gld_efficiency","Global Memory Load Efficiency",100.000000%,100.000000%,100.000000%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","gst_efficiency","Global Memory Store Efficiency",100.000000%,100.000000%,100.000000%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","tex_cache_transactions","Unified Cache Transactions",33554432,33554432,33554432
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","cf_fu_utilization","Control-Flow Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","tex_fu_utilization","Texture Function Unit Utilization","Low (2)","Low (2)","Low (2)"
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","ldst_fu_utilization","Load/Store Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","double_precision_fu_utilization","Double-Precision Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","special_fu_utilization","Special Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","single_precision_fu_utilization","Single-Precision Function Unit Utilization","Low (2)","Low (2)","Low (2)"
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","flop_count_dp","Floating Point Operations(Double Precision)",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","flop_count_dp_add","Floating Point Operations(Double Precision Add)",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","flop_count_dp_fma","Floating Point Operations(Double Precision FMA)",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","flop_count_dp_mul","Floating Point Operations(Double Precision Mul)",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","flop_count_sp","Floating Point Operations(Single Precision)",312999936,312999936,312999936
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","flop_count_sp_add","Floating Point Operations(Single Precision Add)",312999936,312999936,312999936
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","flop_count_sp_fma","Floating Point Operations(Single Precision FMA)",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","flop_count_sp_mul","Floating Point Operation(Single Precision Mul)",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","flop_count_sp_special","Floating Point Operations(Single Precision Special)",65536,65536,65536
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_executed","Instructions Executed",152426496,152426496,152426496
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_issued","Instructions Issued",152431212,152431484,152431365
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","dram_utilization","Device Memory Utilization","High (8)","High (8)","High (8)"
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","tex_utilization","Unified Cache Utilization","Low (2)","Low (2)","Low (2)"
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","shared_efficiency","Shared Memory Efficiency",5.887634%,5.887634%,5.887634%
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","shared_utilization","Shared Memory Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_fp_32","FP Instructions(Single)",313065472,313065472,313065472
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_fp_64","FP Instructions(Double)",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_integer","Integer Instructions",2901019520,2901019520,2901019520
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_bit_convert","Bit-Convert Instructions",131072,131072,131072
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_control","Control-Flow Instructions",874807296,874807296,874807296
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_compute_ld_st","Load/Store Instructions",294209600,294209600,294209600
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_misc","Misc Instructions",85737472,85737472,85737472
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","inst_inter_thread_communication","Inter-Thread Instructions",44564480,44564480,44564480
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","issue_slots","Issue Slots",125065675,125065882,125065794
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","cf_issued","Issued Control-Flow Instructions",37081088,37081088,37081088
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","cf_executed","Executed Control-Flow Instructions",37081088,37081088,37081088
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","ldst_issued","Issued Load/Store Instructions",37347328,37347328,37347328
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","ldst_executed","Executed Load/Store Instructions",12704768,12704768,12704768
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","atomic_transactions","Atomic Transactions",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware__write_buffer","atomic_transactions_per_request","Atomic Transactions Per Request",0.000000,0.000000,0.000000
